Title,Url,Image,Price
New Balance Men's MW928WT3 White Leather,https://tiptopshoes.com/collections/men/products/new-balance-mens-mw928wt3-white-leather,https://cdn.shopify.com/s/files/1/1974/6675/products/new-balance-mens-mw928wt3-white-leather-9000572-313165_600x600.jpg?v=1635255510,$154.95
Florsheim Men's Midtown Plain Toe Zip Boot Black,https://tiptopshoes.com/collections/men/products/florsheim-midtown-zip-blk-wp-lea,https://cdn.shopify.com/s/files/1/1974/6675/products/florsheim-mens-midtown-plain-toe-zip-boot-black-355805-tip-top-shoes-of-new-york-903438_600x600.jpg?v=1680130248,$134.95
UGG Men's Tasman Chestnut,https://tiptopshoes.com/collections/men/products/ugg-mens-tasman-chestnut,https://cdn.shopify.com/s/files/1/1974/6675/products/ugg-mens-tasman-chestnut-10005485-979538_600x600.jpg?v=1635256011,$109.95
Hoka Men's Transport Black/Black,https://tiptopshoes.com/collections/men/products/hoka-mens-transport-black-black,https://cdn.shopify.com/s/files/1/1974/6675/products/hoka-mens-transport-blackblack-10023336-tip-top-shoes-of-new-york-456809_600x600.jpg?v=1675561735,$139.95
Red Wing Men's Classic Chelsea 3194 Black,https://tiptopshoes.com/collections/men/products/red-wing-mens-classic-chelsea-3194-black,https://cdn.shopify.com/s/files/1/1974/6675/products/red-wing-mens-classic-chelsea-3194-black-10036304-tip-top-shoes-of-new-york-245819_600x600.jpg?v=1693378052,$299.95
Red Wing Men's 8089 Iron Ranger Traction Tread Oro Legacy,https://tiptopshoes.com/collections/men/products/red-wing-mens-8089-iron-ranger-traction-tread-oro-legacy,https://cdn.shopify.com/s/files/1/1974/6675/products/red-wing-mens-8089-iron-ranger-traction-tread-oro-legacy-10036278-tip-top-shoes-of-new-york-779573_600x600.jpg?v=1695459213,$349.95
Red Wing Men's Postman 101 Oxford Black,https://tiptopshoes.com/collections/men/products/red-wing-mens-postman-101-oxford-black,https://cdn.shopify.com/s/files/1/1974/6675/products/red-wing-mens-postman-101-oxford-black-10036265-tip-top-shoes-of-new-york-881000_600x600.jpg?v=1692395857,$289.95
Hoka Men's Clifton 9 Black/Black Gore-Tex,https://tiptopshoes.com/collections/men/products/hoka-mens-clifton-9-black-black-gore-tex,https://cdn.shopify.com/s/files/1/1974/6675/products/hoka-mens-clifton-9-blackblack-gore-tex-10035917-tip-top-shoes-of-new-york-509167_600x600.jpg?v=1696931027,$159.95
Hoka Men's Anacapa 2 Olive Gore-Tex Waterproof,https://tiptopshoes.com/collections/men/products/hoka-mens-anacapa-2-olive-gore-tex-waterproof,https://cdn.shopify.com/s/files/1/1974/6675/products/hoka-mens-anacapa-2-olive-gore-tex-waterproof-10035985-tip-top-shoes-of-new-york-644158_600x600.jpg?v=1691095706,$179.95
Lems Unisex Boulder Boot Brown Oiled Waterproof,https://tiptopshoes.com/collections/men/products/lems-mens-boulder-boot-brown-oiled-waterproof,https://cdn.shopify.com/s/files/1/1974/6675/products/lems-mens-boulder-boot-brown-oiled-waterproof-10031530-tip-top-shoes-of-new-york-909505_600x600.jpg?v=1668318595,$174.95
OOFOS Men's OOahh Sport Flex Black,https://tiptopshoes.com/collections/men/products/oofos-mens-ooahh-sport-flex-black,https://cdn.shopify.com/s/files/1/1974/6675/products/oofos-mens-ooahh-sport-flex-black-3010385-tip-top-shoes-of-new-york-600361_600x600.jpg?v=1680741630,$79.95
Hoka Men's Bondi 8 Black/White,https://tiptopshoes.com/collections/men/products/hoka-mens-bondi-8-black-white,https://cdn.shopify.com/s/files/1/1974/6675/products/hoka-mens-bondi-8-blackwhite-10023185-182836_600x600.jpg?v=1658255173,$164.95
On Running Men's Cloudgo Frost/Hay,https://tiptopshoes.com/collections/men/products/on-running-mens-cloudgo-frost-hay,https://cdn.shopify.com/s/files/1/1974/6675/products/on-running-mens-cloudgo-frosthay-10025191-tip-top-shoes-of-new-york-379139_600x600.jpg?v=1676552760,$109.99
Sperry Men's Striper II SW Navy,https://tiptopshoes.com/collections/men/products/sperry-mens-striper-ii-sw-navy,https://cdn.shopify.com/s/files/1/1974/6675/products/sperry-mens-striper-ii-sw-navy-5011707-190574_600x600.jpg?v=1652231773,$34.99
OOFOS Men's OOcandoo Black,https://tiptopshoes.com/collections/men/products/oofos-mens-oocandoo-black,https://cdn.shopify.com/s/files/1/1974/6675/products/oofos-mens-oocandoo-black-9008263-740876_600x600.jpg?v=1657574908,$99.95
